village,district,subdistric,state_name,latitude,longitude
Bopanwaram,Vikarabad,Bantwaram,Telangana,17.466060371093445,77.63380024919647
Morangpalle,Vikarabad,Mominpet,Telangana,17.48689826368862,77.87134351270134
Thimmapur,Vikarabad,Marpalle,Telangana,17.480225638102137,77.78977905633809
Izrachettempalle,Vikarabad,Mominpet,Telangana,17.476670415900458,77.81486488999415
Kesaram,Vikarabad,Mominpet,Telangana,17.46737240364215,77.83763788984429
Kalkoda,Vikarabad,Marpalle,Telangana,17.47280392524898,77.70996035356895
Peddapur,Vikarabad,Marpalle,Telangana,17.479355010225504,77.7500627249849
Ravalapalle,Vikarabad,Marpalle,Telangana,17.473659376433176,77.76990537420035
Velchal,Vikarabad,Mominpet,Telangana,17.46844931749864,77.88208377610943
Turmamidi,Vikarabad,Bantwaram,Telangana,17.458337861921592,77.66502189918879
Durgamcheru,Vikarabad,Mominpet,Telangana,17.45272398772047,77.86318675059192
Yacharam,Vikarabad,Bantwaram,Telangana,17.455446149709914,77.73930511719222
Somaram M,Vikarabad,Bantwaram,Telangana,17.4568982945571,77.75852330310471
Barwad,Vikarabad,Bantwaram,Telangana,17.44733067977227,77.79039795229524
Bantwaram,Vikarabad,Bantwaram,Telangana,17.440758703989633,77.7046025456607
Tattapalle,Vikarabad,Peddemul,Telangana,17.431558948574402,77.61547453936551
Kojjavanampalle,Vikarabad,Nawabpet,Telangana,17.439742820886813,77.89018644206962
Mothkupalle,Vikarabad,Bantwaram,Telangana,17.438308897939642,77.82378354509801
Sultanpur,Vikarabad,Bantwaram,Telangana,17.428978849766516,77.74425921223612
Noorullapur,Vikarabad,Bantwaram,Telangana,17.442166547256857,77.73015779481868
Phulmaddi,Vikarabad,Vikarabad,Telangana,17.426424057608703,77.8631258089987
Adkicherla,Vikarabad,Peddemul,Telangana,17.421095112552614,77.54136147587951
Nagaram,Vikarabad,Bantwaram,Telangana,17.428230665280942,77.68708695759
Pashapur,Vikarabad,Peddemul,Telangana,17.41937133409099,77.56153727205711
Nagsanpalle,Vikarabad,Bantwaram,Telangana,17.422252985079375,77.820762711688
Rompalle,Vikarabad,Bantwaram,Telangana,17.41256449458321,77.6799410816636
Yenkepalle,Vikarabad,Bantwaram,Telangana,17.419114483171217,77.77459046804157
Yennaram,Vikarabad,Bantwaram,Telangana,17.420420441107016,77.76225517428759
Jinnaram,Vikarabad,Bantwaram,Telangana,17.40111491007069,77.78875817632785
Nagulpalle,Vikarabad,Peddemul,Telangana,17.398917340665996,77.65036188981477
Yerravally,Vikarabad,Vikarabad,Telangana,17.406593412641676,77.87861318028574
Kothapalle,Vikarabad,Bantwaram,Telangana,17.409306496790283,77.74400441832435
Kareempur,Vikarabad,Bantwaram,Telangana,17.416293279659605,77.7945128020912
Madhvapur,Vikarabad,Bantwaram,Telangana,17.402167988368195,77.72857931908078
Beerol,Vikarabad,Bantwaram,Telangana,17.40753115664182,77.81986362311775
Madanpalle,Vikarabad,Vikarabad,Telangana,17.39143759324163,77.84473631898793
Jodandapur,Vikarabad,Tandur,Telangana,17.38770139859625,77.55205462395634
Athakur,Vikarabad,Peddemul,Telangana,17.383067110918475,77.61309127698115
Rudraram,Vikarabad,Peddemul,Telangana,17.374642470298696,77.63281881227167
Mailardevrampalle,Vikarabad,Vikarabad,Telangana,17.390913797757687,77.81086299646059
Mangraspalle,Vikarabad,Bantwaram,Telangana,17.39259487038383,77.68059739463804
Salbathapur,Vikarabad,Bantwaram,Telangana,17.38628519417765,77.70562053018232
Athvelly,Vikarabad,Vikarabad,Telangana,17.38791892924997,77.87689998668722
Kankanalapalle,Vikarabad,Bantwaram,Telangana,17.38628470297773,77.77271937744874
Kotpalle,Vikarabad,Peddemul,Telangana,17.380559165722982,77.75234157223254
Indole,Vikarabad,Peddemul,Telangana,17.37112908802838,77.68166386174792
Malshetpalle,Vikarabad,Bantwaram,Telangana,17.37904417444291,77.78927497530887
Kompalle,Vikarabad,Vikarabad,Telangana,17.373211784526433,77.87013496228953
Indoor,Vikarabad,Peddemul,Telangana,17.35713117477507,77.59637813508901
Peelaram,Vikarabad,Vikarabad,Telangana,17.372998504948825,77.81785592517531
Narsapur,Vikarabad,Dharur,Telangana,17.36327081190824,77.77507965220668
Vagulapur,Vikarabad,Peddemul,Telangana,17.36538923298392,77.70394825434703
Thimsanpalle,Vikarabad,Peddemul,Telangana,17.35914312993239,77.65810324105382
Gopalpur,Vikarabad,Peddemul,Telangana,17.35878760762199,77.64574488442666
Shankarreddipalle,Vikarabad,Tandur,Telangana,17.353838315087497,77.56414965057219
Sangam Kalan,Vikarabad,Tandur,Telangana,17.357075201073698,77.46577502486574
Chiltampalle,Vikarabad,Dharur,Telangana,17.36065024666647,77.83378625975031
Dharmapur,Vikarabad,Dharur,Telangana,17.362047396234438,77.80030711547832
Gingurthy,Vikarabad,Tandur,Telangana,17.35530846367717,77.54214087920059
Nagasamundar,Vikarabad,Dharur,Telangana,17.354198061638854,77.72782137002277
Gangaram,Vikarabad,Dharur,Telangana,17.35091808136297,77.76466278816599
Kothlapur Khurd,Vikarabad,Tandur,Telangana,17.35358150899604,77.50254279665371
Mannapur,Vikarabad,Bantwaram,Telangana,17.434723935858006,77.77081496296842
Ramachandrapur,Vikarabad,Peddemul,Telangana,17.426440800895687,77.5267283602289
Ameerabad,Sangareddy,Nyalkal,Telangana,17.94174596051152,77.67197421813403
Rampur,Vikarabad,Peddemul,Telangana,17.411600466709775,77.59204438788478
Pommapur,Vikarabad,Bantwaram,Telangana,17.40735922928465,77.70861045304135
Bairampalle,Vikarabad,Peddemul,Telangana,17.394454242126084,77.5919450775801
Daryapur,Vikarabad,Peddemul,Telangana,17.379294205708966,77.72654706745782
Heerapur,Vikarabad,Peddemul,Telangana,17.374060514964274,77.74026100607131
Girgetpalle R,Vikarabad,Vikarabad,Telangana,17.353826144710215,77.86225280260139
Hasnabad,Sangareddy,Raikode,Telangana,17.813932333541658,77.84673441327054
Rajola,Sangareddy,Nyalkal,Telangana,17.817662057125915,77.53976906910319
Mamidgi,Sangareddy,Nyalkal,Telangana,17.806604491390818,77.56854753352896
Hadnur,Sangareddy,Nyalkal,Telangana,17.80669319256289,77.62160039564382
Rukmapur,Sangareddy,Nyalkal,Telangana,17.80798958010647,77.64056304147252
Singitham,Sangareddy,Raikode,Telangana,17.798888396324514,77.79487644362125
Tekur,Sangareddy,Nyalkal,Telangana,17.81520769707486,77.6907112711079
Mungi,Sangareddy,Nyalkal,Telangana,17.807758436018513,77.65928626416643
Kappad,Sangareddy,Jharasangam,Telangana,17.801668170628346,77.77440788330865
Yousufpur,Sangareddy,Raikode,Telangana,17.812108918594927,77.74466038045468
Naimatabad,Sangareddy,Nyalkal,Telangana,17.800528164865515,77.59459382310118
Vanampalle,Sangareddy,Jharasangam,Telangana,17.8037864204602,77.69414697370046
Kollur,Sangareddy,Jharasangam,Telangana,17.80060191268194,77.72545418693987
Basanthpur,Sangareddy,Nyalkal,Telangana,17.78953752787224,77.55241552272878
Auranganagar Patti Hasnabad,Sangareddy,Raikode,Telangana,17.796905588896852,77.8323196382791
Kalbemal,Sangareddy,Nyalkal,Telangana,17.79321281656429,77.52784125263817
Chilepalle,Sangareddy,Munipally,Telangana,17.792348157532732,77.86837222182825
Tummanpalle,Sangareddy,Jharasangam,Telangana,17.794534307364515,77.7521496056981
Yenkepalle,Sangareddy,Raikode,Telangana,17.79526609599221,77.82063882074573
Siddapur,Sangareddy,Jharasangam,Telangana,17.788228163736072,77.67820088568844
Kakkerwada,Sangareddy,Jharasangam,Telangana,17.7813285355974,77.71134661112586
Sangapur,Sangareddy,Raikode,Telangana,17.78130842658174,77.80829033676244
Metalkunta,Sangareddy,Nyalkal,Telangana,17.77975440478147,77.56878500189416
Rejinthal,Sangareddy,Nyalkal,Telangana,17.768185288892305,77.61446159169675
Chilepalle,Sangareddy,Jharasangam,Telangana,17.77588490028161,77.67413998532963
Gangwar,Sangareddy,Nyalkal,Telangana,17.766696740213433,77.5804576388619
Yelgoi,Sangareddy,Jharasangam,Telangana,17.768281459652187,77.64799861809432
Sangam [Khurd,Sangareddy,Jharasangam,Telangana,17.777970650462205,77.7335679039308
Guntamarpalle,Sangareddy,Jharasangam,Telangana,17.75296847946734,77.7876113425247
Pedda Loni,Sangareddy,Munipally,Telangana,17.776701590387315,77.8300175736916
Narsapur,Sangareddy,Jharasangam,Telangana,17.775861485444025,77.75234785995076
Kamalpalle,Sangareddy,Jharasangam,Telangana,17.775871380505386,77.77420057988655
Garlapalle,Sangareddy,Munipally,Telangana,17.76519006168283,77.86517672070961
Lingampalle,Vikarabad,Nawabpet,Telangana,17.42980663147045,78.01216144096254
Chinna Loni,Sangareddy,Munipally,Telangana,17.75958714653014,77.83927739837749
Tatipalle,Sangareddy,Munipally,Telangana,17.756933005581768,77.812118266033
Khaleelpur[M,Sangareddy,Nyalkal,Telangana,17.75703057210134,77.59799786210053
Jharasangam,Sangareddy,Jharasangam,Telangana,17.76189944307813,77.70952890612874
Potpalle,Sangareddy,Jharasangam,Telangana,17.743285125737295,77.64510314914784
Boregaon,Sangareddy,Jharasangam,Telangana,17.7523109760048,77.76218594403927
Bopanpalle,Sangareddy,Jharasangam,Telangana,17.75560004348449,77.74053086817554
Bardipur,Sangareddy,Jharasangam,Telangana,17.74665685651671,77.6730995146556
Kuppanagar,Sangareddy,Jharasangam,Telangana,17.744481289038298,77.70121186075018
Allapur,Sangareddy,Munipally,Telangana,17.740510395639465,77.87429157022707
Kothur [B,Sangareddy,Zahirabad,Telangana,17.733175093824723,77.59564930376416
Thakkadpalle,Sangareddy,Munipally,Telangana,17.742577319135677,77.86207476307814
Medpalle,Sangareddy,Jharasangam,Telangana,17.737954294876666,77.72042684464482
Burdipahad,Sangareddy,Zahirabad,Telangana,17.731143118726486,77.57285804941942
Bodpalle,Sangareddy,Munipally,Telangana,17.736435233963885,77.83856233464128
Pyarawaram,Sangareddy,Jharasangam,Telangana,17.733632851602415,77.73828621497685
Didgi,Sangareddy,Zahirabad,Telangana,17.726872997157795,77.62129989206534
Jeerlapalle,Sangareddy,Jharasangam,Telangana,17.728671098941877,77.77222184778672
Chinnachelmeda,Sangareddy,Munipally,Telangana,17.72258226811533,77.85191905359713
Pedda Chelmeda,Sangareddy,Munipally,Telangana,17.71848370782032,77.81421436183807
Buchnelli,Sangareddy,Zahirabad,Telangana,17.71220064968414,77.55564189774786
Algole,Sangareddy,Zahirabad,Telangana,17.720076764292724,77.64355166400718
Machnoor,Sangareddy,Jharasangam,Telangana,17.719745384738896,77.67449729805068
Devarampalle,Sangareddy,Jharasangam,Telangana,17.722616448435225,77.74554099113577
Junegaon,Sangareddy,Jharasangam,Telangana,17.72716341109456,77.79426656053396
Sathwar,Sangareddy,Zahirabad,Telangana,17.7032882053374,77.52294158102586
Hydlapoor,Sangareddy,Munipally,Telangana,17.715788932751888,77.87482592690468
Islampur,Sangareddy,Jharasangam,Telangana,17.717419257337863,77.78705052227305
Edulapalle,Sangareddy,Jharasangam,Telangana,17.71653577981542,77.7236619657558
Bidekanna,Sangareddy,Jharasangam,Telangana,17.700170759229763,77.69907965787846
Tumkunta,Sangareddy,Zahirabad,Telangana,17.707664914020533,77.58682775341579
Chilkepalle,Sangareddy,Jharasangam,Telangana,17.706775295983366,77.75846341977739
Giniyarpalle,Sangareddy,Jharasangam,Telangana,17.706475607162865,77.73615327613444
Bodishetpalle,Sangareddy,Munipally,Telangana,17.69477061727928,77.79174834631877
Antharam,Sangareddy,Munipally,Telangana,17.703046177178333,77.82729091711238
Pusuguppa G,Bhadradri Kothagudem,Cherla,Telangana,18.21639713180817,80.8347195178809
Zaheerabad,Sangareddy,Zahirabad,Telangana,17.689374387787968,77.60842675657926
Munipally,Sangareddy,Munipally,Telangana,17.690293503460413,77.88457132805489
Krishnapur,Sangareddy,Jharasangam,Telangana,17.69975165563982,77.67969141438297
Edakulapalle,Sangareddy,Jharasangam,Telangana,17.707229630383083,77.78217856059369
Raipalle,Sangareddy,Zahirabad,Telangana,17.683049268033987,77.7042309357684
Chiragpalle,Sangareddy,Zahirabad,Telangana,17.694900837631284,77.49182713123668
Khammampalle,Sangareddy,Munipally,Telangana,17.688920472272635,77.84279792481591
Digwal,Sangareddy,Kohir,Telangana,17.67342673743519,77.72278810020381
Madgi,Sangareddy,Zahirabad,Telangana,17.68546681394204,77.47141906603778
Kasimpur,Sangareddy,Zahirabad,Telangana,17.675020136864674,77.55292155117216
Chilemamidi,Sangareddy,Jharasangam,Telangana,17.690794857052712,77.77196013190198
Ananthasagar,Sangareddy,Jharasangam,Telangana,17.682365564037415,77.74671234174366
Melasangam,Sangareddy,Munipally,Telangana,17.683715140687738,77.80860613238895
Ranjole,Sangareddy,Zahirabad,Telangana,17.678267119390227,77.66375559362682
Gopanpalle,Sangareddy,Zahirabad,Telangana,17.667682479380296,77.51565899457526
Polkampalle,Sangareddy,Munipally,Telangana,17.67879579943907,77.85932144601243
Chinthalghat,Sangareddy,Kohir,Telangana,17.670694639375036,77.76392716191087
Huggelli,Sangareddy,Zahirabad,Telangana,17.653971399033257,77.672952841897
Moqdumpalle,Sangareddy,Munipally,Telangana,17.667012885055488,77.8121238207242
Lingampalle,Sangareddy,Munipally,Telangana,17.661174270625892,77.78608169338543
Khan Jamalapur,Sangareddy,Zahirabad,Telangana,17.663780296035927,77.49489456607975
Hothi [B,Sangareddy,Zahirabad,Telangana,17.639216004502888,77.57842204834442
Asadgunj,Sangareddy,Zahirabad,Telangana,17.66451288660222,77.5317814075106
Pedda Gopalaram,Sangareddy,Munipally,Telangana,17.65696225917883,77.86128887292988
Dhanasiri,Sangareddy,Zahirabad,Telangana,17.65047922244281,77.46910667414434
Madri,Sangareddy,Kohir,Telangana,17.648956538775735,77.69636974761481
Gorreghat,Sangareddy,Munipally,Telangana,17.656591129606102,77.83780416627911
Kothur Patti Digwal,Sangareddy,Kohir,Telangana,17.650118066785794,77.77349179792297
Godegarpalle Patti Dhanasiri,Sangareddy,Zahirabad,Telangana,17.654074908862693,77.5007647272849
Kavelli,Sangareddy,Kohir,Telangana,17.643125758083475,77.74278551658638
Kankole,Sangareddy,Munipally,Telangana,17.647650949936224,77.81216831534952
Ippepalle,Sangareddy,Zahirabad,Telangana,17.63849738718627,77.50729187474582
Konapur,Sangareddy,Sadasivpet,Telangana,17.641753790806835,77.88982409437304
Budhera,Sangareddy,Munipally,Telangana,17.631981630478602,77.85103853946576
Mannapur,Sangareddy,Zahirabad,Telangana,17.624408105586838,77.52218070149746
Aroor,Sangareddy,Sadasivpet,Telangana,17.629347687366753,77.88116804199795
Venkatapur,Sangareddy,Kohir,Telangana,17.63186453213172,77.76690080758979
Raipalle P D,Sangareddy,Zahirabad,Telangana,17.619633547868236,77.53978571488885
Machreddipalle,Sangareddy,Kohir,Telangana,17.607698134576435,77.6839412357203
Ghanpur,Vikarabad,Marpalle,Telangana,17.619933921481717,77.7815321150888
Gurjuwada,Sangareddy,Kohir,Telangana,17.630075903585187,77.69958807582425
Shekapur,Sangareddy,Zahirabad,Telangana,17.60889710484817,77.62451815165589
Melgirpet,Sangareddy,Sadasivpet,Telangana,17.61239057241619,77.88189664174655
Ibrahimpur,Sangareddy,Munipally,Telangana,17.611002867073644,77.86288125118833
Mogdampalle,Sangareddy,Zahirabad,Telangana,17.588427983923044,77.50336619703826
Picharagad,Sangareddy,Kohir,Telangana,17.61301062769971,77.65855293788202
Mogiligundla,Vikarabad,Marpalle,Telangana,17.62628430582455,77.808317200105
Gudpalle,Sangareddy,Zahirabad,Telangana,17.619262329648592,77.47199575032997
Kohir,Sangareddy,Kohir,Telangana,17.602280176241603,77.73382914452236
Rajnelli,Sangareddy,Kohir,Telangana,17.61605036069829,77.70392594885416
Bilkal,Vikarabad,Marpalle,Telangana,17.604076027426707,77.85290964233532
Auranganagar,Sangareddy,Zahirabad,Telangana,17.604639424654845,77.46291572649776
Jamshedapur,Vikarabad,Marpalle,Telangana,17.61658017201993,77.75887334614119
Dargulpalle,Vikarabad,Marpalle,Telangana,17.604893859564427,77.80970049830586
Parvathapur,Sangareddy,Zahirabad,Telangana,17.597592634433948,77.5554381211215
Pothireddypalle,Sangareddy,Kohir,Telangana,17.599000460251094,77.7610441348389
Thummalapalle,Vikarabad,Marpalle,Telangana,17.596692631953225,77.83500444580723
Mallikarjungiri,Vikarabad,Marpalle,Telangana,17.59857911420229,77.86608027039867
Thangadpalle,Sangareddy,Sadasivpet,Telangana,17.593814685167914,77.88949736689979
Anegunta,Sangareddy,Zahirabad,Telangana,17.59463882125361,77.5848571638146
Patloor,Vikarabad,Marpalle,Telangana,17.584331698444743,77.78702883175326
Khudavanadpoor Dp,Sangareddy,Raikode,Telangana,17.811302457686743,77.86948893604801
Rampur,Sangareddy,Jharasangam,Telangana,17.72242850389732,77.70751771940881
Sajjapur,Sangareddy,Kohir,Telangana,17.594136128144473,77.6759561266646
Gousabad,Sangareddy,Zahirabad,Telangana,17.591007381793908,77.45341917342101
Khanapur,Sangareddy,Kohir,Telangana,17.586766451027394,77.69270730245236
Mirzapur[B,Sangareddy,Nyalkal,Telangana,17.760329992405225,77.59037760509518
Malkanpahad,Sangareddy,Nyalkal,Telangana,17.780650332094798,77.63040994835373
Komshetpalle,Vikarabad,Marpalle,Telangana,17.62429653891769,77.83201853529894
Kandi,Sangareddy,Sangareddy,Telangana,17.582942732350936,78.12081444578422
Malkapur,Sangareddy,Kondapur,Telangana,17.585255938071423,78.06265639629315
Lakdaram,Sangareddy,Patancheru,Telangana,17.583281237925277,78.20497714987293
Sultanpur,Sangareddy,Patancheru,Telangana,17.558331137023046,78.32678361561535
Wadakpalle,Sangareddy,Patancheru,Telangana,17.574811173377164,78.29919486008365
Inole,Sangareddy,Patancheru,Telangana,17.582899628132523,78.25201039734266
Indresham,Sangareddy,Patancheru,Telangana,17.569650664092098,78.2650994250503
Togurpalle,Sangareddy,Kondapur,Telangana,17.574028160710167,78.0308479668248
Rudraram,Sangareddy,Patancheru,Telangana,17.563146306076955,78.17344464207457
Rejinthal,Sangareddy,Sadasivpet,Telangana,17.57891917879799,77.94985216724206
Ananthasagar,Sangareddy,Kondapur,Telangana,17.56118918300709,77.95823030021695
Aliabad,Sangareddy,Kondapur,Telangana,17.56773288912688,78.00319666553467
Amradi Kalan,Vikarabad,Mominpet,Telangana,17.565769338811506,77.89102394035326
Marepalle,Sangareddy,Kondapur,Telangana,17.55532039291269,77.98413584601607
Kambalpalle,Sangareddy,Sadasivpet,Telangana,17.572830017075148,77.93670724789318
Mekavanampalle,Vikarabad,Mominpet,Telangana,17.56754006690899,77.91540838656759
Bachuguda,Sangareddy,Patancheru,Telangana,17.566962522993506,78.24238608309058
Kothlapur,Sangareddy,Sangareddy,Telangana,17.563878637665155,78.08216094785173
Kalvemula,Sangareddy,Sangareddy,Telangana,17.539116974034066,78.10009285896868
Gudipahad,Jayashankar Bhupalapally,Mogullapally,Telangana,18.2866482514852,79.62414047156348
Cheriyal,Sangareddy,Sangareddy,Telangana,17.548060764749547,78.13496422543099
Kutubshapet,Sangareddy,Kondapur,Telangana,17.56491524869474,78.05993669646011
Rallagudpalle,Vikarabad,Mominpet,Telangana,17.553544035844595,77.92773085672397
Rameshwar Banda,Sangareddy,Patancheru,Telangana,17.555282426846947,78.27822200537076
Tekulapalle,Vikarabad,Mominpet,Telangana,17.52753619500685,77.94798610758792
Goplaram Kurd,Sangareddy,Kondapur,Telangana,17.553769217607286,78.04312746586604
Kasipur,Sangareddy,Sangareddy,Telangana,17.555028829065712,78.11709120867582
Burugupalle,Vikarabad,Mominpet,Telangana,17.549102871550758,77.90198260359081
Kondapur,Sangareddy,Kondapur,Telangana,17.54732687588449,78.01413020649308
Mubarakpur,Vikarabad,Nawabpet,Telangana,17.431792569859766,78.05730027861955
Mallepalle,Sangareddy,Kondapur,Telangana,17.541359793601504,78.05312771857099
Utharpalle,Sangareddy,Sangareddy,Telangana,17.542846051793468,78.07138722906883
Pocharam,Sangareddy,Patancheru,Telangana,17.549633570499946,78.24602065240475
Krishtareddipet,Sangareddy,Patancheru,Telangana,17.551335631380226,78.29494895294339
Saidapur,Sangareddy,Kondapur,Telangana,17.54112403509527,77.95160788340836
Terpole,Sangareddy,Kondapur,Telangana,17.530694847638042,78.02973559370862
Ilapur,Sangareddy,Patancheru,Telangana,17.53783053958913,78.31911563339358
Mominpet,Vikarabad,Mominpet,Telangana,17.517319436854315,77.89295734751627
Indrakaran,Sangareddy,Sangareddy,Telangana,17.52536318280975,78.15107568693564
Patelguda,Sangareddy,Patancheru,Telangana,17.539046706863072,78.29223796962881
Kaslabad,Vikarabad,Mominpet,Telangana,17.533102034454135,77.91304779483615
Pashamylaram,Sangareddy,Patancheru,Telangana,17.529609863003362,78.18210383195434
Machepalle,Sangareddy,Kondapur,Telangana,17.525336501841256,77.98485416580365
Haridaspur,Sangareddy,Kondapur,Telangana,17.52213579028837,78.00645390682205
Gunthapalle,Sangareddy,Kondapur,Telangana,17.518740253885685,78.06438120395828
Julkal,Sangareddy,Sangareddy,Telangana,17.508706743734006,78.11176767855764
Gollapalle,Sangareddy,Kondapur,Telangana,17.50986287562004,78.04362035522995
Kardanur,Sangareddy,Patancheru,Telangana,17.513135626093355,78.23298194309254
Chinna Hyderabad,Sangareddy,Zahirabad,Telangana,17.669615557728246,77.59693444780778
Nandigaon,Sangareddy,Patancheru,Telangana,17.505535842126164,78.20199081703359
Kyasaram,Sangareddy,Patancheru,Telangana,17.50015504800941,78.16010823085753
Yenkathala,Vikarabad,Mominpet,Telangana,17.49206618445196,77.94387913898835
Gangaram,Sangareddy,Kondapur,Telangana,17.50095231008102,77.97877018059609
Rangapuram,Jayashankar Bhupalapally,Mogullapally,Telangana,18.274796023248317,79.67871009875752
Patighanpur,Sangareddy,Patancheru,Telangana,17.49725960254437,78.24064951410888
Mohammadapur,Sangareddy,Kondapur,Telangana,17.50346967479507,78.01242933509299
Topgonda,Sangareddy,Sangareddy,Telangana,17.502885722262157,78.09010432303248
Chakrampalle,Vikarabad,Mominpet,Telangana,17.491774544812372,77.99406449189856
Gadimalkapuram,Sangareddy,Kondapur,Telangana,17.493857568231935,78.0607771875861
Munidevunipalle,Sangareddy,Kondapur,Telangana,17.48581217967629,78.04226048848285
Govindapur,Vikarabad,Mominpet,Telangana,17.48870429120424,77.90581291781821
Chimaldari Konapur,Sangareddy,Kondapur,Telangana,17.479019355647644,78.01792588319759
Devarampalle,Vikarabad,Mominpet,Telangana,17.474125412083687,77.97143580914765
Pulusumamidi,Vikarabad,Vikarabad,Telangana,17.360992494853445,77.96517403746509
Velmula,Sangareddy,Ramchandrapuram,Telangana,17.474150975757766,78.2335468443226
Cheemaldari,Vikarabad,Mominpet,Telangana,17.46541982072342,77.99731025502358
Ramnathgudpalle,Vikarabad,Mominpet,Telangana,17.468448599585084,77.9065508636902
Mansanpally,Sangareddy,Kondapur,Telangana,17.459094286470418,78.05459550096762
Yellakonda,Vikarabad,Nawabpet,Telangana,17.44651569916728,78.03033610485575
Edulanagulapalle,Sangareddy,Ramchandrapuram,Telangana,17.453991625422233,78.23211105989279
Yavapur,Vikarabad,Nawabpet,Telangana,17.452667119430448,77.96145680085759
Meenapallekalan,Vikarabad,Nawabpet,Telangana,17.452970340775916,77.94472785757914
Arkathala,Vikarabad,Nawabpet,Telangana,17.45140637327288,77.92466540119365
Osman Nagar,Sangareddy,Ramchandrapuram,Telangana,17.4405500760247,78.28230866910066
Kollur,Sangareddy,Ramchandrapuram,Telangana,17.44249474643739,78.2537073963162
Kadcharla,Vikarabad,Nawabpet,Telangana,17.455566410833043,77.89879057835776
Madireddipalle,Vikarabad,Nawabpet,Telangana,17.44649178882129,77.99275162988741
Vatti Minapalle,Vikarabad,Nawabpet,Telangana,17.441392755857215,77.97568143307234
Madaram,Vikarabad,Nawabpet,Telangana,17.43828607841624,77.9101727300433
Pulumamidi,Vikarabad,Nawabpet,Telangana,17.414918347201805,77.98828881577874
Nawabpet,Vikarabad,Nawabpet,Telangana,17.427733614662234,77.9445779982331
Dathapur,Vikarabad,Nawabpet,Telangana,17.427261446523183,77.96960418727066
Gubbad Fathepur,Vikarabad,Nawabpet,Telangana,17.42093797189103,78.05310772413016
Ekmamidi,Vikarabad,Nawabpet,Telangana,17.411315005001548,77.9053021023466
Eddumailaram CT,Sangareddy,Sangareddy,Telangana,17.496511547014915,78.12769177695316
Gangeda,Vikarabad,Nawabpet,Telangana,17.407758779300732,78.0221948644338
Chittigidda,Vikarabad,Nawabpet,Telangana,17.40682258392449,77.94343980787306
Pendlimadgu,Vikarabad,Vikarabad,Telangana,17.38577872145595,77.93066429985322
Narayanapur,Vikarabad,Vikarabad,Telangana,17.38799794616642,77.91274806029938
Aknapur,Vikarabad,Nawabpet,Telangana,17.38619714010828,77.98745425122131
Kamareddiguda,Vikarabad,Vikarabad,Telangana,17.367859355756032,77.92885528034195
Poolapalle,Vikarabad,Nawabpet,Telangana,17.380208503902114,78.0173805854485
Attapur,Vikarabad,Nawabpet,Telangana,17.38233638032375,77.97532729038402
Chinchelpet,Vikarabad,Nawabpet,Telangana,17.383976949189783,77.9613212103213
Pathur,Vikarabad,Vikarabad,Telangana,17.367914856150534,77.9497570342147
Sidloor Chenchelam,Vikarabad,Vikarabad,Telangana,17.37111079919095,77.99570724688162
Sidloor Mungal,Vikarabad,Vikarabad,Telangana,17.37002681589869,77.98523267162213
Dhannaram,Vikarabad,Vikarabad,Telangana,17.350751167118112,77.93359361948919
Sidloor Paigah,Vikarabad,Vikarabad,Telangana,17.359700227322815,77.98924144400927
Manmole,Sangareddy,Ramchandrapuram,Telangana,17.485342539999277,78.27334168716224
Hyderabad,Sangareddy,Ramchandrapuram,Telangana,17.47836853278007,78.28188513459013
Sankepalle Paigah,Ranga Reddy,Shankarpalle,Telangana,17.40116063682576,78.05829872715056
Hyderabad,Sangareddy,Patancheru,Telangana,17.53185762646688,78.25950616939683
Makthaalloor,Sangareddy,Sangareddy,Telangana,17.543835395767022,78.08575947621556
Kachireddipalle,Sangareddy,Ramchandrapuram,Telangana,17.514714680141022,78.27998451897102
Mahalingapuram,Ranga Reddy,Shankarpalle,Telangana,17.473691034070146,78.07999948049908
Singapur,Ranga Reddy,Shankarpalle,Telangana,17.47220970405177,78.12648615049385
Kondakal,Ranga Reddy,Shankarpalle,Telangana,17.463491460979487,78.19736779464907
Shankarpalle,Ranga Reddy,Shankarpalle,Telangana,17.449668053456172,78.1397925625832
Fathepur,Ranga Reddy,Shankarpalle,Telangana,17.450509658912598,78.10790127467263
Bhulkapur,Ranga Reddy,Shankarpalle,Telangana,17.442122029048452,78.16121583039967
Mokila,Ranga Reddy,Shankarpalle,Telangana,17.434740985824277,78.19261842779945
Donthanpalle,Ranga Reddy,Shankarpalle,Telangana,17.42242756113186,78.22316119724806
Ravalpalle Kalan,Ranga Reddy,Shankarpalle,Telangana,17.42625026620756,78.08216965948046
Vattinagulapalle,Ranga Reddy,Rajendranagar,Telangana,17.4245395875463,78.30875315109226
Ramanthapur,Ranga Reddy,Shankarpalle,Telangana,17.426883926632126,78.12733629459659
Chandippa,Ranga Reddy,Shankarpalle,Telangana,17.42693497722846,78.10983437507353
Yelwarthy,Ranga Reddy,Shankarpalle,Telangana,17.416023059924353,78.14620014692959
Rendlagadda,Sangareddy,Patancheru,Telangana,17.543310608881487,78.27685650285258
Janwada,Ranga Reddy,Shankarpalle,Telangana,17.411543164514406,78.26576931098812
Proddutur,Ranga Reddy,Shankarpalle,Telangana,17.399122931855516,78.20422778570908
Tangutoor,Ranga Reddy,Shankarpalle,Telangana,17.40623568039757,78.1813535828994
Parveda Khalsa,Ranga Reddy,Shankarpalle,Telangana,17.41015363025381,78.10217983197394
